Substance Evaluation - CoRAP list
Note: Group entries are split in different rows.
Export date: 09-mai-2024 09:03:23
Last updated 02-mai-2024. Database contains 402 unique substances/entries.

"Substance Identifier"	""	
"Evaluating Member State"	""	
"Status"	""	
"Initial grounds for concern (operator is and)"	"true"	
"Initial grounds for concerns"



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Co-Evaluating Member State"	"Year"	"Evaluating Member State"	"Initial grounds for concern"	"Status"	"Latest update"	"Decisions"	"Conclusion document"	"Justification documents"	"CoRAP publication date"	"MS address"	"Member State (MS) contact details"	"MS remarks"	"Further information"	"Remarks"	"DISLIST_CORAP_diss_concern"	"DISLIST_CORAP_relevance"	"First published"	
"Dapsone"	""	"201-248-4"	"80-08-0"	""	"2016"	"Germany"	"Potential endocrine disruptor"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/90e1345b-a9f7-727c-724a-4e63ac9c39c4"	"https://echa.europa.eu/documents/10162/13bd5b5b-3e05-3bdd-6de6-98aec63a133e"	"26-mars-2014"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Potential endocrine disruptor"	""	"14-janv.-2016"	
"4,4'-sulfonyldiphenol"	""	"201-250-5"	"80-09-1"	""	"2014"	"Belgium"	"Suspected CMR""Potential endocrine disruptor""High (aggregated) tonnage"	"Concluded"	"24-avr.-2023"	"https://echa.europa.eu/documents/10162/e3cac64c-071b-8acc-ef57-efb05be9cc32"	"https://echa.europa.eu/documents/10162/a1e137d4-794d-126f-9ef0-66480f9a4d9b"	"https://echa.europa.eu/documents/10162/62b236f5-42e1-9788-2c33-6828c522ee7d"	"29-févr.-2012"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected CMR""Potential endocrine disruptor""High (aggregated) tonnage"	""	"14-janv.-2016"	
"bis(α,α-dimethylbenzyl) peroxide"	""	"201-279-3"	"80-43-3"	""	"2015"	"Norway"	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"22-sept.-2023"	"https://echa.europa.eu/documents/10162/a410b515-6a8c-817e-ca44-9dfa41208dee"	"https://echa.europa.eu/documents/10162/12c956ae-3c56-aec9-a7f4-030665156862"	"https://echa.europa.eu/documents/10162/78cf616c-bf67-6262-4197-5442347fc8c4"	"17-mars-2015"	"P.O. Box 5672 Sluppen, NO-7485 Trondheim, Norway
"	"Norwegian Environment Agency"	""	""	""	"Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"19-janv.-2016"	
"p-(1,1-dimethylpropyl)phenol"	""	"201-280-9"	"80-46-6"	""	"2014"	"Germany"	"Potential endocrine disruptor""Consumer use""Wide dispersive use"	"Concluded"	"22-janv.-2024"	"https://echa.europa.eu/documents/10162/04d08c15-f2dd-ff86-1219-f66a01753c80"	"https://echa.europa.eu/documents/10162/205bcca1-d2c3-825b-ff00-69359da75db6"	"https://echa.europa.eu/documents/10162/c044b627-74fd-8d29-7d10-0ce458e8a5c4"	"26-mars-2014"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund
"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Potential endocrine disruptor""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"2-(4-tert-butylbenzyl)propionaldehyde"	""	"201-289-8"	"80-54-6"	""	"2012"	"Sweden"	"CMR""Consumer use""Wide dispersive use"	"Concluded"	"09-mars-2022"	"https://echa.europa.eu/documents/10162/23b7f4ef-ac54-9dc8-fceb-13e97e12eb4a""https://echa.europa.eu/documents/10162/68cc256c-5af5-a66c-ddea-9aa232777bdc""https://echa.europa.eu/documents/10162/0eda7224-65e0-ea98-35e6-7edca36bf633"	"https://echa.europa.eu/documents/10162/d1f5da20-51dc-642b-7d87-55a9fd14a770"	""	"29-févr.-2012"	"Esplanaden 3a, P.O Box 2, SE-172 13 Sundbyberg, Sweden
"	"Swedish Chemicals Agency"	""	""	"As an outcome of the SEv follow-up process, a second SEv draft Decision requesting further information has been sent to the Registrant(s)."	"CMR""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"Methyl methacrylate"	""	"201-297-1"	"80-62-6"	""	"2014"	"France"	"Sensitiser""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/c819add5-3d93-4482-3b70-72cb30debea7"	"https://echa.europa.eu/documents/10162/b2fba6c7-57eb-03ee-7361-1568a6f0c109"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex 
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Sensitiser""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"Perylene-3,4:9,10-tetracarboxydiimide"	""	"201-344-6"	"81-33-4"	""	""	"Belgium"	"Suspected PBT/vPvB"	"Withdrawn"	"22-mars-2022"	""	""	"https://echa.europa.eu/documents/10162/c607549c-1c07-c5d6-d6e2-8d18bff91f3a""https://echa.europa.eu/documents/10162/bb83a896-74b1-1b80-f856-763d6689c151"	"19-mars-2019"	""	"Federal Public Service Health, Food Chain Safety and Environment "	""	""	"Dossier evaluation process to be completed before initiating substance evaluation. The substance may be put in CoRAP again, if after conclusion of the dossier evaluation process, concerns would remain, beyond what can be clarified through dossier evaluation."	"Suspected PBT/vPvB"	""	"19-mars-2019"	
"Dicyclohexyl phthalate"	""	"201-545-9"	"84-61-7"	""	"2017"	"Sweden"	"Potential endocrine disruptor""Exposure of environment""Wide dispersive use"	"Concluded"	"24-août-2023"	"https://echa.europa.eu/documents/10162/245667e8-0a8c-a38c-dcac-d1519f7ab487"	"https://echa.europa.eu/documents/10162/8239fa04-873b-1c35-a8ec-568c8f42090c"	"https://echa.europa.eu/documents/10162/9369adde-1d8c-8048-c2c0-501984d0dc68"	"21-mars-2017"	"Esplanaden 3a, P.O Box 2, SE-172 13 Sundbyberg, Sweden
"	"Swedish Chemicals Agency"	""	""	""	"Potential endocrine disruptor""Exposure of environment""Wide dispersive use"	""	"21-mars-2017"	
"diethyl phthalate"	""	"201-550-6"	"84-66-2"	"Portugal"	"2014"	"Germany"	"CMR""Potential endocrine disruptor""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	""	"https://echa.europa.eu/documents/10162/9d73fc2a-1e8c-bb19-212b-55bc925238ac""https://echa.europa.eu/documents/10162/2702407c-c3cb-c399-b83d-0135f26da05b"	"https://echa.europa.eu/documents/10162/f789f9d2-a5c3-0edd-635f-fdad83ac08dc"	"29-févr.-2012"	"Division 5, Federal Office for Chemicals, Authorisation of Biocides, Friedrich-Henkel-Weg 1-25, 44149 Dortmund 
"	"Federal Institute for Occupational Safety and Health; Division 5 &#34;Federal Office for Chemicals, Authorisation of Biocides&#34;"	""	""	""	"CMR""Potential endocrine disruptor""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"6,6'-di-tert-butyl-4,4'-butylidenedi-m-cresol"	""	"201-618-5"	"85-60-9"	""	"2019"	"France"	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	"Information requested"	"21-janv.-2021"	"https://echa.europa.eu/documents/10162/3b9948d0-ca32-f628-6649-bd0173c76dc7"	""	"https://echa.europa.eu/documents/10162/54de96a5-d92d-3d5b-4c6d-618faa6ea949""https://echa.europa.eu/documents/10162/33dfab97-a165-f4a1-e761-fb2fb40b85f1"	"17-mars-2015"	"14 rue Pierre et Marie Curie, 94700 MaisonsAlfort, Cedex 
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor""Suspected PBT/vPvB""Consumer use""Exposure of environment""Exposure of workers""Wide dispersive use"	""	"14-janv.-2016"	
"N-1-naphthylaniline"	""	"201-983-0"	"90-30-2"	""	"2012"	"Germany"	"Suspected PBT/vPvB""Wide dispersive use"	"Concluded"	"12-août-2022"	"https://echa.europa.eu/documents/10162/6ef868c3-c9af-3066-ebd8-c88d11104d51""https://echa.europa.eu/documents/10162/302da1e8-d3c8-bf3f-a9b5-fdf01842aa67"	"https://echa.europa.eu/documents/10162/30a1fb80-3ac9-3431-4e89-309523d5f612"	""	"29-févr.-2012"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"As an outcome of the SEv follow-up process, a second SEv draft Decision requesting further information has been sent to the Registrant(s)."	"Suspected PBT/vPvB""Wide dispersive use"	""	"14-janv.-2016"	
"4,4'-bis(diethylamino)benzophenone"	""	"202-025-4"	"90-93-7"	""	"2021"	"Netherlands"	"Suspected Carcinogenic""Suspected Mutagenic"	"Concluded"	"31-janv.-2023"	""	"https://echa.europa.eu/documents/10162/f5e0e9cb-69a8-c7c8-2cc2-910c41354757"	"https://echa.europa.eu/documents/10162/fdb1e72f-0335-a1a6-114f-7d1a6904a532"	"17-mars-2021"	""	"Ministry of Infrastructure and the Environment"	"Correspondence related to Substance evaluations should contain in the subject field the following string: ”SUBSTANCE EVALUATION&#34;"	""	""	"Suspected Carcinogenic""Suspected Mutagenic"	""	"17-mars-2021"	
"decahydronaphthalene"	""	"202-046-9"	"91-17-8"	""	"2012"	"Finland"	"Suspected PBT/vPvB""High (aggregated) tonnage"	"Ongoing"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/12f4bb52-e5ac-0986-cc15-1be3f468dbf7"	""	""	"29-févr.-2012"	""	"Turvallisuus- ja kemikaalivirasto (Tukes) / Finnish Safety and Chemicals Agency (Tukes)"	""	""	""	"Suspected PBT/vPvB""High (aggregated) tonnage"	""	"14-janv.-2016"	
"Naphthalene"	""	"202-049-5"	"91-20-3"	""	"2016"	"United Kingdom"	"Exposure of workers""High (aggregated) tonnage""High RCR""Other exposure/risk based concern"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/c5cb00e9-0ff4-ac35-3db1-24566967fea8"	"https://echa.europa.eu/documents/10162/dd363a10-e668-dac9-b3f7-3b4a4ea09ed1"	"26-mars-2014"	"4N.G Redgrave Court, Merton Road, Bootle, Merseyside L20 7HS 
"	"UK REACH CA Health and Safety Executive"	""	""	""	"Exposure of workers""High (aggregated) tonnage""High RCR""Other exposure/risk based concern"	""	"14-janv.-2016"	
"3,3'-dimethylbiphenyl-4,4'-diyl diisocyanate"	""	"202-112-7"	"91-97-4"	""	"2013"	"France"	"Suspected CMR""Suspected PBT/vPvB""Sensitiser""Consumer use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/ef4e26fa-39d5-d5c4-20f8-353dafe51170"	"https://echa.europa.eu/documents/10162/a618956c-22a0-d000-a36a-1799b3a562dc"	"https://echa.europa.eu/documents/10162/4d11732b-d4a5-00d7-7bcb-4ecd81001f2b"	"20-mars-2013"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex 
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"Suspected CMR""Suspected PBT/vPvB""Sensitiser""Consumer use"	""	"14-janv.-2016"	
"Biphenyl"	""	"202-163-5"	"92-52-4"	""	"2013"	"Portugal"	"Suspected PBT/vPvB""High (aggregated) tonnage"	"Concluded"	"07-févr.-2022"	"https://echa.europa.eu/documents/10162/c67843ef-24b7-1e15-9e63-3525ae542d48"	"https://echa.europa.eu/documents/10162/f9786b9a-fff8-c480-7a25-1e980be239d6"	"https://echa.europa.eu/documents/10162/8e8fb95c-205f-20e3-39e2-ce914410dedd"	"29-févr.-2012"	"Rua da Murgueira, 9/9A - Zambujal Ap.7585, 2611-865 Amadora, Portugal 
"	"Portuguese Environment Agency "	""	"<a href=""https://echa.europa.eu/documents/10162/6fac9f83-6ef1-48b2-84db-10341f7a5fbd"">An Appeal (Case No. A-025-2015) on a SEv decision for this substance was withdrawn following its partial rectification by ECHA</a>"	""	"Suspected PBT/vPvB""High (aggregated) tonnage"	""	"19-janv.-2016"	
"propyl 4-hydroxybenzoate"	""	"202-307-7"	"94-13-3"	""	"2015"	"Belgium"	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of environment""Exposure of sensitive populations""Wide dispersive use"	"Concluded"	"02-août-2023"	"https://echa.europa.eu/documents/10162/5731b976-0016-15d8-3c96-4f94b8c4a2e7"	"https://echa.europa.eu/documents/10162/a0bf15af-a7ee-11e0-631b-1f5769e8657b"	"https://echa.europa.eu/documents/10162/d8933a6d-20f4-07d0-c031-99b31beb5552"	"17-mars-2015"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected Reprotoxic""Potential endocrine disruptor""Consumer use""Exposure of environment""Exposure of sensitive populations""Wide dispersive use"	""	"19-janv.-2016"	
"Benzotriazole"	""	"202-394-1"	"95-14-7"	""	"2016"	"Germany"	"Potential endocrine disruptor""Exposure of environment"	"Concluded"	"22-janv.-2024"	"https://echa.europa.eu/documents/10162/c25f2924-ac95-d14c-4740-21273d31fddd"	"https://echa.europa.eu/documents/10162/206ec347-abd2-a523-c00e-9855a4f3e513"	"https://echa.europa.eu/documents/10162/4bbf1717-8dfd-be5c-4549-a057155e802c""https://echa.europa.eu/documents/10162/82385323-089b-96f1-75e4-7d7b94d4a3c6"	"26-mars-2014"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Potential endocrine disruptor""Exposure of environment"	""	"14-janv.-2016"	
"o-xylene"	""	"202-422-2"	"95-47-6"	""	"2015"	"Germany"	"Suspected CMR""Suspected Sensitiser""Consumer use""Cumulative exposure""High (aggregated) tonnage""High RCR""Wide dispersive use"	"Concluded"	"28-oct.-2021"	"https://echa.europa.eu/documents/10162/084c115e-1bf0-4b58-03f7-27ed502a8e36"	"https://echa.europa.eu/documents/10162/2525f5e6-5f59-59bc-2f61-5efaeb4c700d"	"https://echa.europa.eu/documents/10162/17dd78bb-8a8b-93a6-523e-b40e4ac0022b"	"20-mars-2013"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	"Due to the indication of structural similarity between EC: 202-422-2, 203-396-5, 203-576-3, there may be a (potential) joined evaluation of these substances."	"Suspected CMR""Suspected Sensitiser""Consumer use""Cumulative exposure""High (aggregated) tonnage""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"1,2-dichlorobenzene"	""	"202-425-9"	"95-50-1"	""	"2013"	"Hungary"	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"28-juil.-2020"	"https://echa.europa.eu/documents/10162/42756276-f068-801f-dd42-f5e3b4566088"	"https://echa.europa.eu/documents/10162/6359460c-62a2-010f-e361-d87e38ec6c25"	"https://echa.europa.eu/documents/10162/d746b770-cb54-c6e7-834d-393fb9f34c72"	"29-févr.-2012"	""	"National Institute of Chemical Safety"	""	""	""	"Suspected CMR""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Butanone oxime"	""	"202-496-6"	"96-29-7"	""	"2013"	"Germany"	"CMR""Sensitiser""Consumer use""Cumulative exposure""High RCR""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/2f03502e-c4f8-5498-b713-cbae02c9d5a1""https://echa.europa.eu/documents/10162/9ab05762-c9c4-e75e-b41a-9fbacb6f9d88"	"https://echa.europa.eu/documents/10162/52c1d0da-50c9-c288-9b30-1ad11e9a5bce"	"20-mars-2013"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"CMR""Sensitiser""Consumer use""Cumulative exposure""High RCR""Wide dispersive use"	""	"14-janv.-2016"	
"ethylene carbonate"	""	"202-510-0"	"96-49-1"	""	"2018"	"Latvia"	"Suspected Reprotoxic""Other hazard based concern""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/42ee256b-4026-fd3f-91f3-b75e9127f06d"	"https://echa.europa.eu/documents/10162/a78c9c9d-7f3d-e654-b19c-3b76d23667cf"	"17-mars-2015"	"Maskavas street 165, LV-1019 
"	"Latvian Environment, Geology and Meteorology Centre"	""	""	""	"Suspected Reprotoxic""Other hazard based concern""Consumer use""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"6,6'-di-tert-butyl-4,4'-thiodi-m-cresol"	""	"202-525-2"	"96-69-5"	""	"2015"	"Austria"	"Suspected CMR""Potential endocrine disruptor""Suspected PBT/vPvB""Sensitiser""Consumer use""Wide dispersive use"	"Information requested"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/3cd3e01f-265e-5de5-3e9b-3ddf92927239"	""	"https://echa.europa.eu/documents/10162/9e53a96c-4b75-19f6-d2f0-8cca900e8920"	"20-mars-2013"	"Abteilung Chemikalien/Department Chemicals, Spittelauer Lände 5, 1090 Wien, Österreich/Austria 
"	"Umweltbundesamt GmbH "	""	""	""	"Suspected CMR""Potential endocrine disruptor""Suspected PBT/vPvB""Sensitiser""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"2,4-di-tert-butylphenol"	""	"202-532-0"	"96-76-4"	""	"2017"	"Belgium"	"Suspected CMR""Potential endocrine disruptor""Consumer use""Wide dispersive use"	"Information requested"	"24-mars-2020"	"https://echa.europa.eu/documents/10162/0fcb44c3-ea28-c1e7-02df-3a1806c9ad8c"	""	"https://echa.europa.eu/documents/10162/e76c98b5-05db-c576-76f9-6ff069da22df"	"29-févr.-2012"	""	"Federal Public Service Health, Food Chain Safety and Environment"	""	""	""	"Suspected CMR""Potential endocrine disruptor""Consumer use""Wide dispersive use"	""	"14-janv.-2016"	
"Ethyl methacrylate"	""	"202-597-5"	"97-63-2"	""	"2014"	"Italy"	"Suspected CMR""Sensitiser""Consumer use""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/460fd769-1e51-036b-ccff-480c39c4a76f"	"https://echa.europa.eu/documents/10162/4bb4d1a2-8a33-167f-2641-ec27e9bf5a61"	"https://echa.europa.eu/documents/10162/acb724f4-e6a1-2746-88ce-af00545919e7"	"20-mars-2013"	"299 Viale Regina Elena, 00161 ROME 
"	"Institute of Health"	""	""	""	"Suspected CMR""Sensitiser""Consumer use""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
"Furfuryl alcohol"	""	"202-626-1"	"98-00-0"	""	"2013"	"Poland"	"CMR""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Concluded"	"25-mars-2020"	"https://echa.europa.eu/documents/10162/d115f906-53f5-85c8-447f-62f4eb61d66e"	"https://echa.europa.eu/documents/10162/8f967350-0e62-7a52-47f3-44f6305b0db8"	"https://echa.europa.eu/documents/10162/0c3386ab-0418-3d2e-6fe5-ed919f32a021"	"29-févr.-2012"	""	"Bureau for Chemical Substances"	""	""	""	"CMR""Consumer use""Exposure of environment""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"19-janv.-2016"	
"2-furaldehyde"	""	"202-627-7"	"98-01-1"	""	"2022"	"Denmark"	"Suspected Carcinogenic""Suspected Mutagenic""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	"Information requested"	"23-janv.-2024"	"https://echa.europa.eu/documents/10162/09cf3cd3-a8ef-f411-10de-afad738839e3"	""	"https://echa.europa.eu/documents/10162/7c4f1380-313f-49ea-cf4a-0e6aecd28615""https://echa.europa.eu/documents/10162/8f8ea00c-7f0a-3cf1-4ef1-e4002b7b0246"	"21-mars-2017"	""	"Danish EPA, Chemicals Division"	""	""	""	"Suspected Carcinogenic""Suspected Mutagenic""Exposure of workers""High (aggregated) tonnage""Wide dispersive use"	""	"21-mars-2017"	
"4-tert-butylpyrocatechol"	""	"202-653-9"	"98-29-3"	""	"2018"	"Poland"	"Suspected Mutagenic""Potential endocrine disruptor""Suspected PBT/vPvB""Sensitiser""Exposure of environment""Exposure of workers"	"Concluded"	"24-mars-2020"	""	"https://echa.europa.eu/documents/10162/db89baa9-4af7-0947-c310-68bb2d39040c"	"https://echa.europa.eu/documents/10162/f791302d-d506-49c9-7d2c-afad861ad42f"	"22-mars-2016"	""	"Bureau for Chemical Substances"	""	""	""	"Suspected Mutagenic""Potential endocrine disruptor""Suspected PBT/vPvB""Sensitiser""Exposure of environment""Exposure of workers"	""	"22-mars-2016"	
"4-tert-butylphenol"	""	"202-679-0"	"98-54-4"	""	"2014"	"Germany"	"Potential endocrine disruptor""High (aggregated) tonnage"	"Concluded"	"22-janv.-2024"	"https://echa.europa.eu/documents/10162/ffa56417-a866-ee4f-1bbb-39bcb6b7bbac"	"https://echa.europa.eu/documents/10162/555bf451-63d4-37b4-92bf-bb1d9d9c04b1"	"https://echa.europa.eu/documents/10162/fbe976db-9957-5f1f-e99c-e91703fd7785"	"26-mars-2014"	"Friedrich-Henkel-Weg 1-25, 44149 Dortmund
"	"Federal Institute for Occupational Safety and Health, Division 5 &#34;Federal Office for Chemicals&#34;"	""	""	""	"Potential endocrine disruptor""High (aggregated) tonnage"	""	"14-janv.-2016"	
"1-phenylethanol"	""	"202-707-1"	"98-85-1"	""	"2019"	"Italy"	"Suspected Carcinogenic""Suspected Mutagenic""Consumer use""Exposure of workers""Wide dispersive use"	"Follow-up"	"16-juin-2023"	"https://echa.europa.eu/documents/10162/0a0003a5-b5c8-8b33-7910-f49234861c1a"	""	"https://echa.europa.eu/documents/10162/f50d56f5-d598-dd52-1779-3193cb9d5694"	"21-mars-2017"	"299 Viale Regina Elena, 00161 ROME
"	"Institute of Health"	""	""	""	"Suspected Carcinogenic""Suspected Mutagenic""Consumer use""Exposure of workers""Wide dispersive use"	""	"21-mars-2017"	
"1,3-diisopropylbenzene"	""	"202-773-1"	"99-62-7"	""	"2025"	"France"	"Suspected Reprotoxic""Suspected PBT/vPvB""Exposure of workers"	"Not started"	"19-mars-2024"	""	""	"https://echa.europa.eu/documents/10162/03ab36dd-b1e5-6d83-41cb-bb75fd0552f2""https://echa.europa.eu/documents/10162/b1314387-8656-3243-45dd-e180f9160e92"	"22-mars-2016"	"14 rue Pierre et Marie Curie, 94700 Maisons-Alfort, Cedex"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses), Chemicals Assessment Unit"	""	""	"(EC: 202-773-1; 202-826-9; 905-459-9 (previously registered as EC 246-835-6)): due to the indication of structural similarity, these substances may potentially be addressed in a joint evaluation."	"Suspected Reprotoxic""Suspected PBT/vPvB""Exposure of workers"	""	"22-mars-2016"	
"Methyl 4-hydroxybenzoate"	""	"202-785-7"	"99-76-3"	""	"2014"	"France"	"CMR""Potential endocrine disruptor""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""Wide dispersive use"	"Follow-up"	"04-mai-2023"	"https://echa.europa.eu/documents/10162/7bd2fe14-5c40-478e-ada0-c04d739c5242"	""	"https://echa.europa.eu/documents/10162/4e862d76-f613-0db9-e186-33ae642e874f"	"29-févr.-2012"	"REACH &amp; CLP Unit, 253 avenue du General Leclerc. 94700 Maisons-Alfort Cedex
"	"French Agency for Food, Environmental and Occupational Health &amp; Safety (Anses)"	""	""	""	"CMR""Potential endocrine disruptor""Consumer use""Exposure of sensitive populations""High (aggregated) tonnage""Wide dispersive use"	""	"14-janv.-2016"	
