Registry of SVHC intentions until outcome
Note: Group entries are split in different rows.
Export date: 15-mai-2024 09:15:19
Last updated 05-mars-2024. Database contains 262 unique substances/entries.

"Substance Identifier"	""	
"Expected date of submission (from)"	""	
"Expected date of submission (to)"	""	
"Withdrawal date (from)"	""	
"Withdrawal date (to)"	""	
"Submitter"	""	
"Status"	""	
"Scope (operator is and)"	"true"	
"Scopes"
"Date of intention (from)"	""	
"Date of intention (to)"	""	
"Date of MSC opinion (from)"	""	
"Date of MSC opinion (to)"	""	
"Date of MSC agreement (from)"	""	
"Date of MSC agreement (to)"	""	
"Date of inclusion in Candidate List (from)"	""	
"Date of inclusion in Candidate List (to)"	""	



"Substance name"	"Description"	"EC / List no"	"CAS no"	"Further substance information"	"CLP Annex VI index number"	"Status"	"Date of intention"	"Expected date of submission"	"Submitted for accordance check"	"Withdrawal date"	"Submitter"	"Remarks"	"Scope"	"Start of consultation"	"End of consultation"	"Consultation document"	"RCOM (Comments received)"	"Year of MSC agreement"	"MSC Agreement"	"Date of MSC agreement"	"Support documents"	"MSC Opinion"	"Date of MSC opinion"	"Minority position"	"Date of inclusion in Candidate List"	"Latest update"	"First published"	
"(±)-1,7,7-trimethyl-3-[(4-methylphenyl)methylene]bicyclo[2.2.1]heptan-2-one"	""	"253-242-6"	"36861-47-9"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(3E)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"701-394-3"	"1782069-81-1"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(1R,3E,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"95342-41-9"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(1S,3E,4R)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-30-1"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(1R,3Z,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-21-0"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(1R,4S)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"741687-98-9"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"(1S,3Z,4R)-1,7,7-trimethyl-3-(4-methylbenzylidene)bicyclo[2.2.1]heptan-2-one"	""	"-"	"852541-25-4"	""	""	"Identified SVHC"	"26-mars-2021"	"05-août-2021"	""	""	"Denmark"	""	"Endocrine disrupting properties (Article 57(f) - human health)"	"03-sept.-2021"	"18-oct.-2021"	"https://echa.europa.eu/documents/10162/e5ffa53b-2754-a15c-ad5f-16aece3e955d"	"https://echa.europa.eu/documents/10162/2f479497-e571-fe72-9abe-928e994a9fc8"	"2021"	"https://echa.europa.eu/documents/10162/74703362-5fa8-66fd-e909-79776f99ad3b"	"29-nov.-2021"	"https://echa.europa.eu/documents/10162/6a6d37ea-30ea-5cc5-74f7-6c1f6e678fc0"	""	""	""	"17-janv.-2022"	"18-janv.-2022"	"05-mai-2021"	
"Phenol, alkylation products (mainly in para position) with C12-rich branched alkyl chains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)"	""	"799-972-3"	"-"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"Phenol, dodecyl-, branched"	""	"310-154-3"	"121158-58-5"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"Phenol, (tetrapropenyl) derivatives"	""	"616-100-8"	"74499-35-7"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"Phenol, tetrapropylene-"	""	"-"	"57427-55-1"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"Phenol, 4-dodecyl, branched"	""	"640-104-9"	"210555-94-5"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"[No public or meaningful name is available]"	""	"-"	"27459-10-5"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
"Phenol, 4-isododecyl-"	""	"608-055-8"	"27147-75-7"	"After checking the description of the manufacturing process in the registration dossiers, it became obvious that the branched dodecyl moiety is mainly a propylene tetramer (3,4,5,6-tetramethyloctan-2-yl)phenol, which is synthesized by an oligomerisation of propene. This fact is supported by the used IUPAC name given on ECHA brief profile: 4-(3,4,5,6-tetramethyloctan-2-yl)phenol as well as the used SMILES notation. However, the manufacturing process is not limited to the use of propene for oligomerisation, other alkenes could also be used.
The name given above was created following the rules set out in the Guidance for identification and naming of substances under REACH and CLP. This substance however was registered using the substance name phenol, dodecyl-, branched (EC 310-154-3, CAS 121158-58-5). Next to this common name the following alternative names or synonyms are known:

-	Dodecylphenol T (Based on Tetrapropylen or Tri-n-buten)
-	Dodecylphenol, mixed isomers (CAS No. 27193-86-8)
-	Phenol, (tetrapropenyl), derivatives (CAS No. 74499-35-7)
-	Phenol, 4-dodecyl, branched (CAS No. 210555-94-5)
-	Phenol, tetrapropylene (CAS No. 57427-55-1)
-	Phenol, 4-isododecyl; 4-isododecylphenol (CAS No. 27459-10-5) 
-	Tetrapropenyl phenol
-	2,3,5,6-tetrakis(ethenyl)phenol
-	4-(3,4,5,6-tetramethyloctan-2-yl)phenol
-	4-(3,4,5-trimethylheptyl)phenol
-	DODECYLPHENOL, MIXED ISOMERS
-	Phenol, alkyl branched (species comprising decyl, undecyl, dodecyl, tridecyl, tetradecyl, pentadecyl, substituents)
-	Phenol, dodecyl-, branched
-	Phenol, para alkylation products with C12-rich branched olefins from propene oligomerisation

These names are used as synonyms for the substance “Phenol, alkylation products (mainly in para position) with C12-rich branched or linear alkylchains from oligomerisation, covering any individual isomers and/ or combinations thereof (PDDP)”. "	""	"Identified SVHC"	"18-août-2020"	"08-févr.-2021"	""	""	"Germany"	""	"Toxic for reproduction (Article 57c)""Endocrine disrupting properties (Article 57(f) - environment)""Endocrine disrupting properties (Article 57(f) - human health)"	"09-mars-2021"	"23-avr.-2021"	"https://echa.europa.eu/documents/10162/934bb18a-341a-b6e2-50de-26ba0da5961a"	"https://echa.europa.eu/documents/10162/8ceb0c8e-acb3-2cc2-1aeb-f93bb69ae9f1"	"2021"	"https://echa.europa.eu/documents/10162/b1b4b169-5ea2-3b4f-f5ac-25d31bc8b7fe"	"16-juin-2021"	"https://echa.europa.eu/documents/10162/54681a79-62f0-6f5c-638f-5bed11f1158f"	""	""	""	"08-juil.-2021"	"01-juil.-2021"	"11-sept.-2020"	
