CAS number,Principal name,Naturals (NCS) category
34686-67-4,"Cyclopentanol, 2-(2-hexen-1-yl)-",
1245725-35-2,"Cyclopentanol, 2-​methyl-​5-​(1-​methylethyl)​-​, 1-​propanoate",
188570-78-7,"Cyclopropanecarboxylic acid, (3Z)-3-hexenyl ester",
477218-42-1,"Cyclopropanecarboxylic acid, 2-[1-(3,3-dimethylcyclohexyl)ethoxy]-2-methylpropyl ester",
676532-44-8,"Cyclopropanecarboxylic acid, 2-methyl-2-[(1,2,4-trimethyl-2-penten-1-yl)oxy]propyl ester",
198404-98-7,"Cyclopropanemethanol, 1-methyl-2-[(1,2,2-trimethylbicyclo[3.1.0]hex-3-yl)methyl]-",
1181244-95-0,"Cyclopropanemethanol​, 1-​methyl-​2-​[[(1R,​3R)​-​2,​2,​3-​trimethylcyclopentyl​]​methyl]​-​, (1R,​2R)​-",
94333-69-4,"Cymbopogon nardus, ext., reaction products with acetone",
84238-19-7,"Cymbopogon, ext., oxidized",
8013-86-3,Cypress,E2.11
8013-86-3,Cypress oil,E2.12
68916-59-6,"Cypress oil, terpene-free",E2.29
68916-60-9,Cypriol oil,A2.12
68916-60-9,"Cypriol oil, rectified",A2.24
7785-70-8,d-.alpha.-Pinene,
7785-53-7,d-.alpha.-Terpineol,
1195-92-2,"d-8-p-Menthene-1,2-epoxide",
7785-54-8,d-alpha-Terpineol acetate,
464-49-3,d-Camphor,
2244-16-8,d-Carvone,
25225-10-9,d-Cyclocitronellene acetate,
4695-62-9,d-Fenchone,
18472-51-0,"D-​Gluconic acid, compd. with N1,​N14-​bis(4-​chlorophenyl)​-​3,​12-​diimino-​2,​4,​11,​13-​tetraazatetradecaned​iimidamide (2:1)",
50-99-7,D-Glucose,
69-79-4,"D-​Glucose, 4-​O-​α-​D-​glucopyranosyl-",
5989-27-5,d-Limonene,
69-65-8,D-Mannitol,
15356-60-2,d-Menthol,
6091-50-5,d-Piperitone,
89-82-7,d-Pulegone,
50-70-4,d-Sorbitol,
0491-07-06,"d,l-Isomenthone",
7705-14-8,"d,l-Limonene (isomer unspecified)",
1490-04-06,"d,l-Menthol (isomer unspecified)",
63187-91-7,"d,l-Menthone 1,2-glycerol ketal",
59-51-8,"D,L-Methionine",
8016-03-03,Davana oil,E2.12
825-51-4,Decahydro-beta-naphthol,
10519-11-6,Decahydro-beta-naphthyl acetate,
10519-12-7,Decahydro-beta-naphthyl formate,
68480-11-5,"Decahydrospiro[furan-2(3H),5'-[4,7]methano[5H]indene]",
0541-02-06,Decamethylcyclopentasiloxane,
112-31-2,Decanal,
7779-41-1,Decanal dimethyl acetal,
124-18-5,Decane,
52829-07-09,"Decanedioic acid, 1,10-bis(2,2,6,6-tetramethyl-4-piperidinyl) ester",
129757-67-1,"Decanedioic acid, 1,10-bis(2,2,6,6-tetramethyl-4-piperidinyl) ester, reaction products with tert-Bu hydroperoxide and octane",
1975-78-6,Decanenitrile,
334-48-5,Decanoic acid,
65381-09-01,"Decanoic acid, ester with 1,2,3-propanetriol octanoate",
68583-51-7,"Decanoic acid, mixed diesters with octanoic acid and propylene glycol",
112-17-4,Decyl acetate,
68515-73-1,Decyl glucoside,
7289-52-3,Decyl methyl ether,
68606-82-6,Deertongue leaf absolute,E2.1
68606-82-6,Deertongue leaf extract,E2.13
68606-82-6,Deertongue leaf incolore,E2.24
68606-82-6,Deertongue leaf pyrogenated,E2.9.1
68606-82-6,Deertongue leaf resinoid,E2.26
57378-68-4,"delta-1-(2,6,6-Trimethyl-3-cyclohexen-1-yl)-2-buten-1-one",
13466-78-9,delta-3-Carene,
705-86-2,delta-Decalactone,
713-95-1,delta-Dodecalactone,
698-76-0,delta-Octalactone,
2721-22-4,delta-Tetradecalactone,
0710-04-03,delta-Undecalactone,
9004-53-9,Dextrin,
18309-32-5,dextro-Verbenone,
103-23-1,Di-(2-ethylhexyl) adipate,
27178-16-1,Di-isodecyl adipate,
0431-03-08,Diacetyl,
103-50-4,Dibenzyl ether,
72903-27-6,"Diethyl 1,4-cyclohexane dicarboxylate",
925-47-3,"Diethyl 2,2'-thiodiacetate",
141-28-6,Diethyl hexanedioate,
105-53-3,Diethyl malonate,
84-66-2,Diethyl phthalate,
110-40-7,Diethyl sebacate,
123-25-1,Diethyl succinate,
87-91-2,Diethyl tartrate,
25340-17-4,Diethylbenzene,
68845-36-3,Diethyldimethylcyclohex-2-en-1-one,
111-46-6,Diethylene glycol,
112-34-5,Diethylene glycol monobutyl ether,
111-90-0,Diethylene glycol monoethyl ether,
111-77-3,Diethylene glycol monomethyl ether,
97488-91-0,"Diglycerides, vegetable-​oil monoglycerides and diglycerides",
19139-31-2,Dihexyl fumarate,
32480-08-03,Dihydro farnesal,
13720-12-2,Dihydro-.gamma.-ionone,
33673-62-0,Dihydro-4-methyl-5-pentylfuran-2(3H)-one,
31499-72-6,Dihydro-alpha-ionone,
498-81-7,Dihydro-alpha-terpineol,
80-25-1,Dihydro-alpha-terpinyl acetate,
3293-47-8,Dihydro-beta-ionol,
17283-81-7,Dihydro-beta-ionone,
0619-01-02,Dihydrocarveol (isomer unspecified),
20777-49-5,Dihydrocarvyl acetate,
119-84-6,Dihydrocoumarin,
1209-61-6,Dihydroisocaryophyllene epoxide,
95-41-0,Dihydroisojasmone,
2436-90-0,Dihydromyrcene,
18479-58-8,Dihydromyrcenol,
53767-93-4,Dihydromyrcenyl acetate,
20489-53-6,Dihydronootkatone,
473-55-2,Dihydropinene,
58985-18-5,Dihydroterpinyl acetate,
0141-04-08,Diisobutyl adipate,
6938-94-9,Diisopropyl adipate,
8006-75-5,Dill seed oil,H2.12
8006-75-5,Dill weed,E2.19
8006-75-5,Dill weed oil,E2.12
627-93-0,Dimethyl adipate,
624-92-0,Dimethyl disulfide,
0131-11-3,Dimethyl phthalate,
106-65-0,Dimethyl succinate,
75-18-3,Dimethyl sulfide,
68737-61-1,Dimethylcyclohex-3-ene-1-carbaldehyde (isomer mixture),
27939-60-2,Dimethylcyclohex-3-ene-1-carbaldehyde (isomer unspecified),
532-87-6,Dimyrcene,
101-84-8,Diphenyl ether,
101-81-5,Diphenylmethane,
629-19-6,Dipropyl disulfide,
110-98-5,Dipropylene glycol,
25265-71-8,Dipropylene glycol (isomer unspecified),
34590-94-8,Dipropylene glycol monomethyl ether,
64742-14-9,"Distillates (petroleum), acid-treated light",
64742-52-5,"Distillates, petroleum, hydrotreated heavy naphthenic",
64742-47-8,"Distillates, petroleum, hydrotreated light",
7681-57-4,"Disulfurous acid, disodium salt",
21368-68-3,dl-Camphor,
106-22-9,dl-Citronellol,
138-86-3,dl-Limonene (racemic),
1074-95-9,dl-Menthone,
29066-34-0,dl-Menthyl acetate,
3623-51-6,dl-Neomenthol,
629-97-0,Docosane,
57345-19-4,"Dodecahydro-3,8,8,11a-tetramethyl-5H-3,5a-epoxynaphth[2,1-c]oxepin",
14620-52-1,Dodecanal dimethyl acetal,
112-40-3,Dodecane,
2437-25-4,Dodecanenitrile,
142-18-7,"Dodecanoic acid, 2,3-dihydroxypropyl ester",
85099-51-0,"Dodecyl 3-(2,2,4,4-tetramethyl-21-oxo-7-oxa-3,20-diazadispiro(5.1.11.2) henicosan-20-yl)propionate",
1643-20-5,Dodecyldimethylamine oxide,
124071-40-5,"E- and Z-2(+3),12-Tridecadiennitrile",
112-95-8,Eicosane,
68916-55-2,Elder flower absolute,F2.1
8023-89-0,Elemi absolute,K2.1
8023-89-0,Elemi CO2 extract,K2.27
8023-89-0,Elemi gum,K2.16
8023-89-0,Elemi oil,K2.12
8023-89-0,Elemi oil (low methyleugenol),K2.33
8023-89-0,"Elemi oil, rectified",K2.24
8023-89-0,Elemi resinoid,K2.26
639-99-6,Elemol,
28462-85-3,"endo-1,2,3,3-Tetramethylbicyclo[2.2.1]heptan-2-ol",
1563063-07-9,"Erospicata oil, Mentha spicata 'Erospicata'",E2.12
140-67-0,Estragole,
144-62-7,Ethanedioic acid,
111850-00-1,"Ethaneperoxoic acid, reaction products with aluminum isopropoxide and 1,5,10-trimethyl-1,5,9-cyclododecatriene",
72987-59-8,"Ethanol, 2-(4-methylphenoxy)-1-(2-phenylethoxy)-",
143-22-6,"Ethanol, 2-​[2-​(2-​butoxyethoxy)​ethoxy]​-",
141-43-5,"Ethanol, 2-amino-",
105-59-9,"Ethanol, 2,​2'-​(methylimino)​bis-",
93963-23-6,"Ethanone, 1-​(1,​2,​3,​4,​5,​6,​7,​8-​octahydro-​3,​8,​8-​trimethyl-​2-​naphthalenyl)​-",
854737-10-3,"Ethanone, 1-​(2,​3-​dimethylbicyclo[2.2.​1]​hept-​2-​yl)​-",
32669-00-4,"Ethanone, 1-(3-cycloocten-1-yl)-",
70801-04-06,"Ethanone, 1-(4,11,11,-trimethyl-8-methylenebicyclo[7.2.0]undec-4-enyl)-[1R-(1a,4E,9b]",
185429-83-8,"Ethanone, 1-[(1R,2S)-1,2,3,4,5,6,7,8-octahydro-1,2,8,8-tetramethyl-2-naphthalenyl]-, rel-",
61791-12-6,Ethoxylated castor oil,
80657-64-3,"Ethyl (3a.alpha.,4.alpha.,7.alpha.,7a.alpha.)-Octahydro-4,7-methano-3aH-indene-3a-carboxylate",
80623-07-0,"Ethyl (3a.alpha.,4.beta.,7.beta.,7a.alpha.)-Octahydro-4,7-methano-3aH-indene-3a-carboxylate",
26553-46-8,Ethyl (E)hex-3-enoate,
687-47-8,Ethyl (L)-lactate,
67028-40-4,Ethyl (p-tolyloxy)acetate,
692-86-4,Ethyl 10-undecenoate,
68228-09-01,"Ethyl 2-[[[2,4(or3,5)-dimethyl-3-cyclohexen-1-yl]methyl]amino]benzoate",
94333-50-3,"Ethyl 2-ethyl-3,6,6-trimethylcyclohexenecarboxylate",
57934-97-1,"Ethyl 2-ethyl-6,6-dimethylcyclohex-2-ene-1-carboxylate",
2983-37-1,Ethyl 2-ethylhexanoate,
29214-60-6,Ethyl 2-hexylacetoacetate,
19788-49-9,Ethyl 2-mercaptopropionate,
7335-26-4,Ethyl 2-methoxybenzoate,
64988-06-03,Ethyl 2-methoxybenzyl ether,
6413-10-1,"Ethyl 2-methyl-1,3-dioxolane-2-acetate",
1617-23-8,Ethyl 2-methyl-3-pentenoate,
60523-21-9,"Ethyl 2-methyl-3,4-pentadienoate",
59151-19-8,Ethyl 2-methyl-4-oxo-6-pentylcyclohex-2-ene-1-carboxylate,
53399-81-8,Ethyl 2-methyl-4-pentenoate,
7452-79-1,Ethyl 2-methylbutyrate,
39255-32-8,Ethyl 2-methylpentanoate,
67801-64-3,Ethyl 2-tert-butylcyclohexyl carbonate,
93981-50-1,"Ethyl 2,3,6-trimethylcyclohexyl carbonate",
77851-07-01,"Ethyl 2,3,6,6-tetramethylcyclohex-2-ene-1-carboxylate",
6290-17-1,"Ethyl 2,4-dimethyldioxolane-2-acetate",
78417-28-4,"Ethyl 2,4,7-decatrienoate",
35044-59-8,"Ethyl 2,6,6-trimethylcyclohexa-1,3-ene-1-carboxylate",
2396-83-0,Ethyl 3-hexenoate,
5764-85-2,Ethyl 3-hydroxy-3-phenylpropionate,
5405-41-4,Ethyl 3-hydroxybutyrate,
2305-25-1,Ethyl 3-hydroxyhexanoate,
26516-27-8,Ethyl 3-methyl-2-oxopentanoate,
13327-56-5,Ethyl 3-methylthiopropionate,
121-39-1,Ethyl 3-phenylglycidate,
2021-28-5,Ethyl 3-phenylpropionate,
67707-75-9,"Ethyl 3,5,5-trimethylhexanoate",
13058-12-3,"Ethyl 3,7-dimethylocta-2,6-dienoate",
10031-90-0,Ethyl 3(2-furyl)propanoate,
1968-40-7,Ethyl 4-pentenoate,
141-78-6,Ethyl acetate,
141-97-9,Ethyl acetoacetate,
64-17-5,Ethyl alcohol,
87-25-2,Ethyl anthranilate,
93-89-0,Ethyl benzoate,
94-02-0,Ethyl benzoylacetate,
105-54-4,Ethyl butyrate,
103-36-6,Ethyl cinnamate,
34495-71-1,Ethyl cis-4-octenoate,
3289-28-9,Ethyl cyclohexanecarboxylate,
110-38-3,Ethyl decanoate,
109-94-4,Ethyl formate,
32659-21-5,Ethyl geranate,
106-30-9,Ethyl heptanoate,
123-66-0,Ethyl hexanoate,
118-60-5,Ethyl hexyl salicylate,
97-62-1,Ethyl isobutyrate,
108-64-5,Ethyl isovalerate,
97-64-3,Ethyl lactate,
106-33-2,Ethyl laurate,
539-88-8,Ethyl levulinate,
544-35-4,Ethyl linoleate,
1191-41-9,Ethyl linolenate,
4940-11-8,Ethyl maltol,
97-63-2,Ethyl methacrylate,
77-83-8,Ethyl methylphenylglycidate,
0124-06-01,Ethyl myristate,
2173997-41-4,"Ethyl N,S-bis(4-oxo-4-(2,6,6-trimethylcyclohex-3-en-1-yl)butan-2-yl)cysteinate",
123-29-5,Ethyl nonanoate,
2351-90-8,Ethyl oct-2-enoate,
111-61-5,Ethyl octadecanoate,
106-32-1,Ethyl octanoate,
111-62-6,Ethyl oleate,
94-30-4,Ethyl p-anisate,
22719-81-9,Ethyl p-tolyl carbonate,
628-97-7,Ethyl palmitate,
1817-90-9,Ethyl phenethyl ether,
2555-49-9,Ethyl phenoxyacetate,
101-97-3,Ethyl phenylacetate,
105-37-3,Ethyl propionate,
617-35-6,Ethyl pyruvate,
55066-53-0,Ethyl ricinoleate,
35044-57-6,Ethyl safranate,
118-61-6,Ethyl salicylate,
2396-84-1,Ethyl sorbate,
5837-78-5,Ethyl tiglate,
10544-63-5,Ethyl trans-2-butenoate,
623-70-1,Ethyl trans-2-butenoate,
7367-88-6,Ethyl trans-2-decenoate,
27829-72-7,Ethyl trans-2-hexenoate,
3025-30-7,"Ethyl trans-2,cis-4-decadienoate",
76649-16-6,Ethyl trans-4-decenoate,
539-82-2,Ethyl valerate,
121-32-4,Ethyl vanillin,
188417-26-7,Ethyl vanillin isobutyrate,
68527-76-4,Ethyl vanillin propylene glycol acetal,
24937-78-8,Ethyl vinyl acetate copolymer,
67952-68-5,"Ethyl-1,3,3-trimethylbicyclo[2.2.1]heptan-2-ol",
9004-57-3,Ethylcellulose,
105-95-3,Ethylene brassylate,
54982-83-1,Ethylene dodecanedioate,
107-21-1,Ethylene glycol,
111-76-2,Ethylene glycol monobutyl ether,
6381-92-6,Ethylenediaminetetraacetic acid disodium salt,
470-82-6,Eucalyptol,
8000-48-4,Eucalyptus absolute,E2.1
85203-56-1,Eucalyptus citriodora oil,E2.12
68991-29-7,"Eucalyptus citriodora oil, acetylated",
8000-48-4,Eucalyptus dives extract,E2.13
8000-48-4,Eucalyptus dives oil,E2.12
8000-48-4,"Eucalyptus dives oil, rectified",E2.24
97926-40-4,Eucalyptus globulus absolute,E2.1
97926-40-4,Eucalyptus globulus oil,E2.12
97926-40-4,"Eucalyptus globulus oil, rectified",E2.24
8000-48-4,Eucalyptus oil,E2.12
8000-48-4,"Eucalyptus oil, rectified",E2.24
92201-64-4,Eucalyptus radiata oil,E2.12
68917-30-6,Eucalyptus terpenes,E2.30
97-53-0,Eugenol,
93-28-7,Eugenyl acetate,
93-15-2,Eugenyl methyl ether,
10402-33-2,Eugenyl phenylacetate,
906655-61-6,Euterpe precatoria extract,H2.13
1137739-11-7,Evodia rutaecarpa oil,A2.12
7070-15-7,"exo-2-[(1,7,7-Trimethylbicyclo[2.2.1]hept-2-yl)oxy]ethanol",
19317-11-4,Farnesal,
4602-84-0,Farnesol,
29548-30-9,Farnesyl acetate,
8024-32-6,"Fats and glyceridic oils, avocado",
68956-68-3,"Fats and Glyceridic oils, vegetable",
72869-74-0,"Fats and glyceridic oils, vegetable-oil, glyceride and tocopherol fraction",
85536-25-0,"Fatty acids, butter",
71990-22-2,"Fatty acids, butter, Et esters",
67762-38-3,"Fatty acids, C16-18 and C18-unsatd., Me esters",
63393-93-1,"Fatty acids, lanolin, iso-Pr esters",
68424-45-3,"Fatty acids, linseed-oil",
1195-79-5,Fenchone,
1632-73-1,Fenchyl alcohol,
8006-84-6,Fennel bitter oleoresin,H2.21
8006-84-6,"Fennel oil, bitter",H2.12
8006-84-6,"Fennel oil, sweet",H2.12
8006-84-6,Fennel sweet oleoresin,H2.21
68990-15-8,Fenugreek absolute,H2.1
68990-15-8,Fenugreek extract,H2.13
68990-15-8,Fenugreek oleoresin,H2.21
68990-15-8,Fenugreek tincture,H2.31
90028-74-3,Fig Extract,G2.13
8021-28-1,Fir absolute,E2.1
8024-15-5,Fir balsam absolute,K2.1
8024-15-5,Fir balsam extract,K2.13
8024-15-5,Fir balsam oleoresin,K2.16
8024-15-5,Fir balsam resinoid,K2.26
8021-28-1,Fir balsam resinoid from needles,E2.26
8024-15-5,"Fir needle oil, Canadian",E2.12
8021-28-1,"Fir needle oil, Chinese",E2.12
8021-29-2,"Fir needle oil, Siberian",E2.12
8021-29-2,"Fir needle oil, Siberian, rectified",E2.24
8021-28-1,"Fir, Abies balsamea, absolute from needles",E2.1
68916-09-06,Flouve absolute,E2.1
68916-09-06,Flouve oil,E2.12
58567-11-6,Formaldehyde cyclododecyl ethyl acetal,
64-18-6,Formic acid,
68855-38-9,"Formic acid, reaction products with boron trifluoride and [1S-(1.alpha.,3a.beta.,4.alpha.,8a.beta.)]-decahydro-",
94350-02-04,Frangipani absolute,F2.1
68917-51-1,Fucus vesiculosus absolute,I2.1
68917-51-1,Fucus vesiculosus resinoid,I2.26
1497420-94-6,"Furan, 5-(hexyloxy)tetrahydro-2,2-dimethyl-",
99343-90-5,"Furan, tetrahydro-2,4-dimethyl-4-phenyl-, (2R,4R)-rel-",
98-01-1,Furfural,
623-17-6,Furfuryl acetate,
98-02-2,Furfuryl mercaptan,
1438-91-1,Furfuryl methyl sulfide,
13678-68-7,Furfuryl thioacetate,
8013-75-0,"Fusel oil, refined",M2.24
8024-40-6,Galangal root oil,A2.12
8024-40-6,Galangal root oleoresin,A2.21
8023-91-4,Galbanum absolute,K2.1
8023-91-4,Galbanum CO2 extract,K2.27
8023-91-4,Galbanum gum,K2.15
8023-91-4,Galbanum oil,K2.12
8023-91-4,"Galbanum oil, rectified",K2.24
8023-91-4,"Galbanum oil, terpeneless",K2.29
8023-91-4,Galbanum resin,K2.13
8023-91-4,Galbanum resinoid,K2.26
854737-08-9,"gamma Undecenolactone - 2(3H), 5-(6-heptenyl)dihydro-",
706-14-9,gamma-Decalactone,
2305-05-07,gamma-Dodecalactone,
105-21-5,gamma-Heptalactone,
0695-06-07,gamma-Hexalactone,
79-76-5,gamma-Ionone,
7011-83-8,gamma-Methyldecalactone,
104-61-0,gamma-Nonalactone,
104-50-7,gamma-Octalactone,
104-67-6,gamma-Undecalactone,
108-29-2,gamma-Valerolactone,
68916-47-2,Gardenia fruit extract,G2.13
683748-01-8,Gardenia tahitensis absolute,F2.1
683748-01-8,Gardenia tahitensis oil,F2.13
8000-78-0,Garlic oil,A2.12
9000-70-8,Gelatine,
129316-65-0,Genet absolute,E2.1
129316-65-0,Genet absolute,F2.1
97676-22-7,Gentian absolute,F2.1
97676-22-7,Gentian absolute,A2.1
97676-22-7,Gentian infusion,A2.31
97676-22-7,Gentian root extract,A2.13
141-27-5,Geranial,
459-80-3,Geranic acid,
106-24-1,Geraniol,
8000-46-2,Geranium absolute,E2.1
8000-46-2,Geranium aromatic water,E2.3
8000-46-2,Geranium concrete,E2.7
8000-46-2,Geranium oil,E2.12
68917-31-7,Geranium oil terpenes,E2.30
8000-46-2,"Geranium oil, African",E2.12
68916-42-7,"Geranium oil, bourbon, distn. residues",E2.8
8000-46-2,"Geranium oil, fractions rich in citronellol",E2.51
8000-46-2,"Geranium oil, rectified",E2.24
68916-43-8,"Geranium oil, saponified",
68916-44-9,"Geranium oil, terpeneless",E2.29
105-87-3,Geranyl acetate,
94-48-4,Geranyl benzoate,
106-29-6,Geranyl butyrate,
56172-46-4,Geranyl crotonate,
40267-72-9,Geranyl ethyl ether,
105-86-2,Geranyl formate,
10032-02-07,Geranyl hexanoate,
2345-26-8,Geranyl isobutyrate,
109-20-6,Geranyl isovalerate,
1113-21-9,Geranyl linalool,
2565-82-4,Geranyl methyl ether,
102-22-7,Geranyl phenylacetate,
105-90-8,Geranyl propionate,
7785-33-3,Geranyl tiglate,
23986-74-5,Germacrene D,
8007-08-07,Ginger,A2.11
8007-08-07,Ginger absolute,A2.1
8007-08-07,Ginger CO2 extract,A2.27
8007-08-07,Ginger extract,A2.13
8007-08-07,Ginger oil,A2.12
8007-08-07,"Ginger oil, rectified",A2.24
8007-08-07,Ginger oleoresin,A2.21
8023-92-5,Gingergrass oil,E2.12
67701-33-1,"Glycerides, C14-18 mono- and di-",
68990-53-4,"Glycerides, C14-22 mono-",
91744-56-8,"Glycerides, mixed C8-​10 and succinyl",
73398-61-5,"Glycerides, mixed decanoyl and octanoyl",
68553-03-07,"Glycerids, coco Mono-, ethoxylated",
56-81-5,Glycerol,
8050-31-5,Glycerol ester of rosin,
0111-03-05,Glyceryl monooleate,
39668-74-1,"Glycine, N-​[[5-​methyl-​2-​(1-​methylethyl)​cyclohexyl]​carbonyl]​-​, ethyl ester",
64-02-8,"Glycine, N,N'-1,2-ethanediylbis[N-(carboxymethyl)-, tetrasodium salt",
154248-98-3,"Glycols, 1,2-, C12-16, ethoxylated propoxylated",
53956-04-0,"Glycyrrhizin, ammoniated (Glycyrrhiza spp.)",
90320-21-1,Grains of paradise extract,H2.13
8016-20-4,Grapefruit essence oil,G2.10
8016-20-4,Grapefruit flower oil,F2.12
8016-20-4,Grapefruit oil,G2.55
8016-20-4,Grapefruit oil,G2.12
8016-20-4,Grapefruit oil,G2.5
8016-20-4,Grapefruit oil (low furocoumarins),G2.33
68917-32-8,Grapefruit oil terpenes,G2.30
68916-46-1,"Grapefruit oil, folded",G2.6
8016-20-4,"Grapefruit oil, rectified",G2.24
68916-46-1,"Grapefruit oil, terpeneless",G2.29
8016-23-7,Guaiac wood oil,D2.12
90244-88-5,Guaiac wood oil saponified,D2.23
8016-23-7,"Guaiac wood oil, rectified",D2.24
90-05-1,Guaiacol,
61789-17-1,Guaiacwood acetate,
4112-89-4,Guaiacyl phenylacetate,
134-28-1,Guaiyl acetate,
65497-29-2,"Guar gum, 2-hydroxy-3-(trimethylammonio)propyl ether, chloride",
869736-31-2,Guava extract,G2.13
8030-55-5,Gurjun balsam extract,K2.13
8030-55-5,Gurjun balsam oil,K2.12
8030-55-5,Gurjun balsam oil,K2.9
8030-55-5,"Gurjun balsam oil, rectified",K2.24
8030-55-5,Gurjun balsam oleoresin,K2.16
8031-00-3,Hay absolute,E2.1
8031-00-3,Hay oil,E2.12
1902936-65-5,Hedychium absolute,F2.1
8023-95-8,Helichrysum absolute,F2.1
8023-95-8,Helichrysum absolute,E2.1
8023-95-8,Helichrysum oil,F2.12
8023-95-8,Helichrysum oil,E2.12
8023-95-8,"Helichrysum oil, pyrogenated",E2.9.1
792933-14-3,Heliopsis longipes CO2 extract,A2.27
792933-14-3,Heliopsis longipes extract,A2.13
89958-21-4,Hemp oil,E2.12
629-94-7,Heneicosane,
629-78-7,Heptadecane,
111-71-7,Heptanal,
10032-05-0,Heptanal dimethyl acetal,
62439-42-3,"Heptanal, 6-​hydroxy-​2,​6-​dimethyl-",
111-14-8,Heptanoic acid,
66009-41-4,"Heptanoic acid, octadecyl ester",
0112-06-01,Heptyl acetate,
111-70-6,Heptyl alcohol,
1627851-18-6,Heptyl D-glucoside,
56438-09-06,Heptylidene diacetate,
1708-82-3,Hex-3-enyl acetate,
7370-44-7,"Hexadeca-1,5-lactone",
544-76-3,Hexadecane,
109-29-5,Hexadecanolide,
0540-10-3,Hexadecyl palmitate,
6051-03-02,Hexahydro-3H-benzofuran-2-one,
66-25-1,Hexanal,
1429808-42-3,"Hexanal, 6-​(2,​4,​4-​trimethylcyclopentyl​idene)​-​, (6E)​-",
123-79-5,"Hexanedioic acid, dioctyl ester",
64091-34-5,"Hexanedioic acid, polymer with oxybis[propanol]",
628-73-9,Hexanenitrile,
142-62-1,Hexanoic acid,
816-19-3,"Hexanoic acid, 2-ethyl-, methyl ester",
1561-11-1,"Hexanoic acid, 4-methyl-",
104986-28-9,"Hexanoic acid, 6-(acetyloxy)-, ethyl ester",
6728-26-3,Hexen-2-al,
34687-46-2,Hexenylcyclopentanone,
20279-51-0,Hexyl 2-hydroxypropionate,
10032-15-2,Hexyl 2-methylbutyrate,
142-92-7,Hexyl acetate,
111-27-3,Hexyl alcohol,
6789-88-4,Hexyl benzoate,
2639-63-6,Hexyl butyrate,
629-33-4,Hexyl formate,
6378-65-0,Hexyl hexanoate,
2349-07-07,Hexyl isobutyrate,
10032-13-0,Hexyl isovalerate,
0142-09-06,Hexyl methacrylate,
1117-55-1,Hexyl octanoate,
5421-17-0,Hexyl phenylacetate,
2445-76-3,Hexyl propionate,
6259-76-3,Hexyl salicylate,
16930-96-4,Hexyl tiglate,
68917-43-1,Hibawood oil,D2.12
92128-62-6,Hierochloe alpina absolute,E2.1
91745-97-0,Hinoki leaf oil,E2.12
91745-97-0,Hinoki root oil,A2.12
91745-97-0,Hinoki wood oil,D2.12
8022-91-1,Ho bark oil,C2.12
8022-91-1,Ho leaf oil,E2.12
8022-91-1,Ho wood,D2.11
8022-91-1,Ho wood oil,D2.12
8022-91-1,"Ho wood oil, rectified",D2.24
118-56-9,Homomenthyl salicylate,
223749-79-9,Honeysuckle extract,F2.13
8007-04-03,Hop extract,G2.31
8007-04-03,Hop oil,F2.12
8007-04-03,"Hop oil, rectified",G2.24
68956-56-9,"Hydrocarbons, terpene processing by-products",
107-75-5,Hydroxycitronellal,
7779-94-4,Hydroxycitronellal diethyl acetal,
141-92-4,Hydroxycitronellal dimethyl acetal,
68527-79-7,Hydroxycitronellal-Indole (Schiff base),
89-43-0,Hydroxycitronellal-methyl anthranilate (Schiff base),
68908-82-7,"Hydroxycitronellal, indole condensation products",
107-74-4,Hydroxycitronellol,
3301-94-8,"Hydroxynonanoic acid, delta-lactone",
8006-83-5,Hyssop oil,E2.12
647828-16-8,"Indeno[4,3a-b]furan,decahydro-2,2,7,7,8,9,9-heptamethyl-",
365411-50-3,"Indeno[4,5-d]-1,3-dioxin,4,4a,5,6,7,8,9,9b-octahydro-7,7,8,9,9-pentamethyl-",
120-72-9,Indole,
8013-90-9,Ionone (mixed isomers),
8002-73-1,Iris butter,A2.23
1048028-77-8,Iris germanica absolute,A2.1
1048028-77-8,Iris germanica butter,A2.23
1048028-77-8,Iris germanica CO2 extract,A2.27
1048028-77-8,Iris germanica concrete,A2.7
1048028-77-8,Iris germanica extract,A2.13
8023-76-5,Iris germanica oil,A2.12
1048028-77-8,Iris germanica resinoid,A2.26
8002-73-1,Iris pallida absolute,A2.1
8002-73-1,Iris pallida concrete,A2.7
8002-73-1,Iris pallida oil,A2.12
8002-73-1,"Iris pallida oil, rectified",A2.24
8002-73-1,Iris pallida resinoid,A2.26
8002-73-1,Iris pallida tincture,A2.31
9000-07-01,Irish moss extract,I2.13
79-89-0,iso-Methyl-beta-ionone,
68551-16-6,"Isoalkanes, C9-11",
123-92-2,Isoamyl acetate,
123-51-3,Isoamyl alcohol,
94-46-2,Isoamyl benzoate,
106-27-4,Isoamyl butyrate,
7779-65-9,Isoamyl cinnamate,
110-45-2,Isoamyl formate,
2198-61-0,Isoamyl hexanoate,
659-70-1,Isoamyl isovalerate,
6309-51-9,Isoamyl laurate,
2035-99-6,Isoamyl octanoate,
102-19-2,Isoamyl phenylacetate,
105-68-0,Isoamyl propionate,
87-20-7,Isoamyl salicylate,
124-76-5,Isoborneol,
85586-67-0,Isobornyl 2-methylpropionate,
0125-12-2,Isobornyl acetate,
7779-73-9,Isobornyl isovalerate,
5331-32-8,Isobornyl methyl ether,
2756-56-1,Isobornyl propionate,
589-66-2,Isobutyl 2-butenoate,
61692-84-0,Isobutyl 2-methylcrotonate,
